Shape;Carat;Color;Clarity;Cut;Price
Heart;0.81;E;VVS1;Excellent;3459
Emerald;1.00;H;SI1;Ideal;3459
Emerald;1.00;I;VS2;Ideal;3460
Cushion;1.00;H;VS1;Ideal;3460
Emerald;1.03;F;SI1;Ideal;3460
Princess;1.00;H;VS1;Very Good;3461
Oval;0.90;F;SI2;Ideal;3461
Pear;0.90;H;VS2;Excellent;3462
Asscher;1.02;I;VVS1;Ideal;3462
Cushion;1.01;E;VS2;Excellent;3462
Oval;0.90;F;VS2;Ideal;3463
Oval;1.20;K;VVS2;Ideal;3463
Radiant;1.18;J;VS2;Very Good;3463
Princess;1.00;F;SI1;Excellent;3464
Princess;0.90;F;VS1;Excellent;3466
Princess;1.01;J;VVS1;Ideal;3466
Cushion;1.00;G;VS1;Excellent;3468
Emerald;1.01;I;VS1;Excellent;3468
Cushion;0.91;D;VS2;Ideal;3469
Cushion;1.00;H;VVS2;Ideal;3469
Princess;1.02;J;VVS1;Ideal;3470
Cushion;1.21;K;VVS2;Ideal;3471
Emerald;1.20;K;VS2;Ideal;3472
Princess;1.01;H;VS2;Very Good;3472
Princess;0.96;E;SI1;Ideal;3473
Princess;1.01;H;SI2;Ideal;3473
Cushion;1.00;I;VVS2;Ideal;3474
Cushion;0.84;D;VVS1;Ideal;3475
Cushion;1.02;F;SI1;Excellent;3475
Heart;1.00;F;SI1;Ideal;3475
Cushion;1.02;D;VS2;Ideal;3475
Cushion;1.06;J;SI1;Excellent;3476
Cushion;0.91;E;VS1;Excellent;3476
Pear;1.20;I;SI2;Excellent;3476
Cushion;1.01;G;VS2;Excellent;3478
Cushion;1.01;H;VS1;Ideal;3478
Radiant;0.90;G;VS1;Ideal;3478
Cushion;0.95;F;SI1;Very Good;3478
Cushion;1.01;I;VS1;Ideal;3479
Princess;1.00;D;SI1;Excellent;3479
Princess;1.00;D;SI1;Very Good;3479
Princess;1.00;E;SI1;Ideal;3480
Pear;1.00;E;SI2;Very Good;3481
Cushion;0.90;F;VVS1;Excellent;3482
Emerald;1.00;I;VS1;Excellent;3482
Princess;1.00;H;VS1;Very Good;3482
Princess;0.96;F;SI1;Ideal;3482
Princess;0.90;E;VS2;Ideal;3483
Princess;0.90;G;VVS2;Ideal;3483
Oval;1.00;H;SI2;Ideal;3483
Cushion;1.00;G;SI1;Ideal;3483
Cushion;0.90;E;VS2;Very Good;3483
Princess;1.02;I;VS2;Ideal;3484
Princess;1.00;I;VVS2;Ideal;3484
Oval;0.90;I;VVS2;Ideal;3485
Cushion;1.02;D;SI2;Very Good;3485
Princess;1.00;H;VS2;Excellent;3485
Cushion;1.01;H;VS2;Excellent;3485
Oval;1.00;D;SI2;Ideal;3485
Oval;1.00;D;SI2;Ideal;3485
Pear;1.10;J;SI1;Ideal;3487
Cushion;1.02;H;VS2;Ideal;3487
Oval;0.90;D;SI1;Ideal;3488
Cushion;1.01;F;SI2;Excellent;3488
Oval;0.90;E;SI1;Ideal;3488
Radiant;1.04;D;SI2;Ideal;3488
Heart;1.01;H;SI1;Ideal;3488
Cushion;1.00;D;SI1;Ideal;3489
Cushion;1.01;G;VS2;Excellent;3489
Pear;1.01;J;VS2;Ideal;3489
Heart;1.00;H;SI1;Ideal;3490
Cushion;1.01;G;VVS1;Ideal;3490
Cushion;1.01;G;VVS1;Very Good;3490
Emerald;1.00;G;SI1;Ideal;3491
Princess;1.01;H;SI1;Ideal;3492
Emerald;1.00;F;SI1;Ideal;3492
Heart;1.00;I;VS1;Excellent;3492
Princess;1.01;H;SI1;Ideal;3492
Cushion;1.01;H;SI1;Ideal;3492
Princess;1.01;J;VVS2;Excellent;3493
Cushion;1.00;E;SI1;Ideal;3493
Princess;1.01;J;VVS2;Ideal;3493
Emerald;0.91;G;VS2;Excellent;3493
Oval;1.00;I;VS2;Ideal;3495
Oval;1.00;G;SI1;Ideal;3496
Emerald;0.90;D;VS2;Ideal;3497
Princess;1.01;I;VS2;Excellent;3497
Emerald;1.04;I;SI1;Excellent;3498
Heart;0.90;D;SI1;Ideal;3498
Princess;1.00;I;VS2;Ideal;3498
Pear;1.00;E;SI2;Excellent;3498
Emerald;1.01;I;VVS2;Ideal;3498
Emerald;1.01;I;VVS2;Ideal;3498
Heart;0.96;D;SI1;Excellent;3499
Oval;1.00;G;SI2;Excellent;3499
Cushion;1.01;H;VVS2;Excellent;3499
Princess;1.00;E;SI2;Ideal;3499
Princess;1.00;G;SI1;Ideal;3500
Princess;1.20;I;SI2;Ideal;3500
Pear;0.90;F;SI1;Ideal;3500
Pear;0.80;E;VS1;Ideal;3500
Princess;1.00;I;VS1;Ideal;3500
Cushion;1.20;G;SI2;Ideal;3502
Emerald;1.20;K;VS2;Ideal;3502
Princess;1.00;E;SI1;Ideal;3502
Cushion;1.00;F;VS2;Ideal;3504
Pear;1.00;F;SI2;Ideal;3504
Oval;1.01;I;SI1;Ideal;3506
Princess;1.02;H;SI2;Ideal;3507
Cushion;0.92;D;VS2;Very Good;3507
Asscher;1.00;I;VVS2;Ideal;3507
Cushion;0.96;G;VVS2;Excellent;3508
Cushion;0.96;F;VS1;Excellent;3508
Emerald;1.02;I;VS1;Ideal;3509
Princess;1.00;I;VS2;Ideal;3510
Heart;1.00;G;SI1;Ideal;3510
Heart;1.01;F;SI1;Ideal;3510
Heart;1.21;I;SI2;Excellent;3511
Princess;1.01;G;SI1;Very Good;3512
Oval;1.00;H;SI2;Ideal;3512
Cushion;0.90;E;VS1;Ideal;3512
Oval;1.00;D;SI2;Ideal;3512
Radiant;1.01;D;SI2;Excellent;3515
Princess;1.00;D;SI1;Ideal;3515
Emerald;0.81;E;VVS1;Ideal;3515
Cushion;1.01;F;SI1;Excellent;3515
Heart;1.00;H;VS2;Excellent;3515
Princess;1.01;H;VS1;Good;3516
Princess;1.00;H;VS2;Very Good;3516
Cushion;1.01;I;VS2;Excellent;3516
Radiant;1.01;G;SI2;Ideal;3516
Princess;1.00;H;VS2;Very Good;3516
Cushion;1.01;I;VS2;Ideal;3516
Heart;1.01;I;VS1;Ideal;3517
Emerald;1.04;H;SI2;Ideal;3520
Oval;1.01;H;VS2;Ideal;3520
Marquise;1.02;H;SI2;Excellent;3520
Princess;1.07;J;VS1;Ideal;3520
Marquise;0.91;F;VS1;Excellent;3521
Cushion;1.01;I;VVS1;Ideal;3521
Cushion;1.01;H;VS2;Excellent;3522
Oval;1.02;J;VVS1;Ideal;3522
Cushion;1.02;I;VS1;Ideal;3522
Cushion;1.04;I;VS1;Ideal;3524
Cushion;1.00;H;VS1;Ideal;3524
Cushion;1.01;G;VS2;Excellent;3524
Cushion;0.90;D;VS1;Ideal;3525
Cushion;1.05;J;VVS2;Excellent;3525
Princess;1.05;J;VVS2;Ideal;3525
Oval;1.20;J;SI2;Excellent;3526
Pear;1.01;D;SI2;Ideal;3526
Oval;1.00;G;SI2;Ideal;3527
Oval;1.01;J;VVS2;Ideal;3527
Oval;0.90;H;VS1;Ideal;3527
Oval;1.10;K;VVS2;Ideal;3527
Princess;1.00;I;VS2;Ideal;3527
Oval;1.00;I;VS2;Ideal;3527
Pear;1.00;G;SI1;Ideal;3528
Cushion;1.02;E;SI1;Ideal;3528
Cushion;1.02;E;SI1;Ideal;3528
Cushion;1.02;E;SI1;Excellent;3528
Oval;1.00;E;SI2;Ideal;3529
Cushion;1.02;G;VS2;Ideal;3529
Oval;1.20;J;SI2;Ideal;3529
Cushion;1.01;D;SI2;Ideal;3529
Princess;1.00;E;SI1;Very Good;3529
Emerald;0.96;H;VS2;Ideal;3531
Cushion;1.00;H;VS2;Ideal;3531
Princess;1.00;E;SI1;Ideal;3531
Heart;1.00;I;VS2;Ideal;3532
Oval;1.00;G;SI2;Ideal;3532
Princess;1.00;I;VS2;Ideal;3534
Oval;1.01;F;SI2;Ideal;3535
Emerald;1.00;I;SI1;Ideal;3535
Cushion;1.20;I;SI1;Excellent;3535
Cushion;1.02;H;VS2;Ideal;3536
Cushion;1.01;I;VS1;Ideal;3536
Cushion;1.02;F;SI1;Excellent;3536
Princess;1.02;J;VVS1;Ideal;3537
Cushion;1.04;H;SI2;Ideal;3537
Pear;0.80;F;VVS1;Ideal;3539
Radiant;1.01;H;SI1;Excellent;3539
Oval;1.01;I;VS1;Excellent;3540
Cushion;1.03;G;VS2;Ideal;3540
Princess;1.00;I;VS2;Ideal;3540
Oval;1.00;I;VS2;Excellent;3540
Princess;1.00;G;SI1;Very Good;3543
Princess;1.00;F;SI1;Very Good;3544
Princess;1.00;H;VS2;Excellent;3544
Princess;1.00;F;SI1;Excellent;3544
Emerald;1.02;F;SI1;Ideal;3545
Emerald;1.20;J;VS2;Excellent;3545
Princess;1.01;I;VVS2;Ideal;3545
Emerald;1.00;E;SI1;Ideal;3546
Oval;1.00;D;SI1;Ideal;3546
Oval;1.00;F;SI2;Ideal;3546
Princess;1.05;F;SI2;Excellent;3547
Princess;1.00;E;SI1;Ideal;3547
Princess;0.90;E;VS1;Excellent;3547
Oval;1.00;D;SI2;Ideal;3547
Cushion;1.00;G;VS1;Excellent;3547
Oval;1.00;J;VVS2;Ideal;3547
Oval;1.00;G;SI1;Excellent;3548
Princess;1.00;H;SI1;Ideal;3548
Cushion;0.90;F;VVS1;Ideal;3548
Emerald;1.01;H;VS1;Excellent;3548
Radiant;1.01;H;SI2;Excellent;3549
Radiant;0.96;E;SI1;Ideal;3549
Princess;1.00;H;VS1;Very Good;3549
Asscher;1.00;G;SI2;Ideal;3549
Oval;1.00;D;SI1;Ideal;3550
Asscher;1.05;I;VS2;Ideal;3552
Pear;1.29;K;VS2;Excellent;3553
Oval;1.00;H;SI2;Excellent;3553
Oval;1.00;H;SI2;Ideal;3553
Pear;1.02;H;SI2;Ideal;3554
Princess;1.00;I;VS2;Ideal;3554
Oval;0.90;I;VS1;Ideal;3554
Oval;1.00;H;SI2;Ideal;3554
Emerald;0.96;H;VS1;Ideal;3555
Cushion;0.96;E;VS1;Ideal;3555
Princess;1.01;I;SI1;Ideal;3556
Emerald;0.90;D;VS1;Ideal;3556
Cushion;1.01;J;VVS1;Ideal;3556
Emerald;0.90;D;IF;Ideal;3556
Princess;1.01;I;SI1;Ideal;3556
Oval;1.00;I;VS1;Ideal;3556
Oval;1.00;G;SI1;Ideal;3556
Radiant;1.00;D;SI1;Ideal;3556
Pear;0.90;H;VS2;Ideal;3556
Princess;1.00;I;VS1;Ideal;3556
Oval;1.00;F;SI1;Ideal;3556
Cushion;1.00;D;VVS1;Excellent;3556
Princess;1.01;I;VS2;Ideal;3557
Princess;1.00;H;SI1;Ideal;3557
Oval;1.01;I;SI1;Excellent;3557
Oval;1.00;I;VS1;Ideal;3557
Oval;1.01;I;SI2;Ideal;3558
Emerald;0.81;D;VVS1;Ideal;3558
Oval;1.01;F;SI2;Ideal;3559
Oval;1.00;G;SI2;Ideal;3559
Cushion;1.21;I;VS2;Very Good;3559
Princess;1.20;J;VS1;Very Good;3560
Pear;1.00;F;SI2;Ideal;3560
Princess;1.01;H;SI1;Ideal;3560
Radiant;1.01;G;SI2;Good;3562
Cushion;1.00;I;VS1;Very Good;3563
Princess;1.03;J;VVS2;Ideal;3563
Heart;1.00;D;SI1;Ideal;3563
Radiant;1.23;J;SI1;Ideal;3563
Princess;0.92;I;VS2;Ideal;3564
Princess;1.01;I;VVS2;Very Good;3564
Oval;1.01;D;SI2;Ideal;3564
Oval;1.01;I;VVS2;Ideal;3564
Emerald;0.93;H;VVS1;Ideal;3565
Oval;0.90;H;VS1;Ideal;3565
Cushion;1.01;D;VS1;Very Good;3565
Heart;1.00;H;VS2;Excellent;3565
Cushion;1.51;K;SI2;Ideal;3567
Princess;1.00;I;VS2;Ideal;3567
Princess;1.05;J;VVS2;Ideal;3567
Cushion;1.01;I;VVS2;Ideal;3567
Heart;1.00;F;SI1;Very Good;3567
Heart;1.00;I;VS1;Ideal;3568
Emerald;0.90;F;VS1;Ideal;3569
Princess;1.01;H;SI2;Ideal;3569
Pear;1.20;J;SI1;Ideal;3569
Emerald;1.00;H;VS1;Ideal;3569
Emerald;1.00;G;SI1;Ideal;3571
Heart;1.00;G;SI1;Ideal;3571
Princess;1.02;J;VVS1;Ideal;3571
Pear;1.00;G;SI2;Ideal;3571
Emerald;1.00;H;VVS2;Ideal;3572
Cushion;1.07;H;SI1;Ideal;3573
Emerald;1.00;I;VS2;Ideal;3573
Emerald;1.01;H;VVS2;Excellent;3573
Pear;1.00;I;SI1;Excellent;3573
Oval;0.90;E;VS2;Ideal;3574
Emerald;0.91;G;SI1;Ideal;3574
Oval;1.00;D;SI2;Ideal;3575
Princess;0.90;F;VS2;Ideal;3575
Princess;0.90;F;VS2;Ideal;3575
Emerald;0.90;G;VVS1;Ideal;3576
Emerald;1.00;I;VS2;Ideal;3577
Pear;1.00;H;SI1;Ideal;3577
Emerald;1.01;G;SI1;Ideal;3577
Cushion;1.01;D;SI1;Ideal;3578
Emerald;1.00;H;VS1;Ideal;3578
Cushion;1.20;I;SI1;Very Good;3578
Pear;0.80;D;VVS2;Ideal;3578
Heart;1.01;D;SI1;Ideal;3578
Princess;0.97;G;SI1;Very Good;3580
Oval;1.00;F;SI2;Excellent;3580
Cushion;1.01;I;VVS1;Ideal;3580
Pear;0.80;E;VVS2;Ideal;3581
Radiant;1.01;D;SI2;Ideal;3583
Princess;1.01;I;VS1;Ideal;3584
Princess;1.20;K;VVS2;Ideal;3584
Pear;1.00;H;SI2;Ideal;3584
Cushion;1.00;E;VS2;Excellent;3584
Radiant;1.03;D;SI2;Good;3585
Cushion;1.00;G;VS1;Excellent;3585
Cushion;1.01;G;SI1;Ideal;3585
Princess;1.00;G;SI1;Good;3585
Cushion;1.01;F;VS1;Very Good;3586
Princess;1.01;G;VS2;Very Good;3586
Emerald;1.08;J;VS1;Ideal;3587
Emerald;1.01;G;SI1;Ideal;3587
Oval;1.00;D;SI1;Ideal;3587
Cushion;1.00;H;VS2;Ideal;3588
Cushion;1.24;J;VVS2;Ideal;3588
Asscher;1.02;G;VS2;Ideal;3588
Cushion;1.00;E;SI2;Ideal;3590
Princess;1.01;I;VS2;Ideal;3590
Heart;1.01;E;SI1;Excellent;3591
Cushion;1.01;G;VS2;Ideal;3591
Princess;1.00;H;VS1;Very Good;3591
Marquise;0.90;E;SI1;Ideal;3592
Heart;1.00;H;SI1;Ideal;3593
Princess;1.20;J;VVS2;Very Good;3593
Cushion;1.01;H;VS1;Excellent;3593
Emerald;0.90;F;VS2;Ideal;3594
Cushion;1.01;I;VVS1;Ideal;3595
Cushion;1.20;F;SI2;Ideal;3595
Oval;0.90;E;SI1;Ideal;3596
Pear;0.91;D;SI2;Ideal;3597
Emerald;1.01;F;VS2;Ideal;3597
Oval;0.89;E;VS2;Ideal;3599
Cushion;1.00;G;VS2;Excellent;3599
Cushion;1.01;G;VS2;Excellent;3599
Cushion;1.01;D;SI1;Ideal;3599
Cushion;1.01;G;VS2;Excellent;3599
Oval;1.01;F;SI2;Ideal;3599
Heart;1.01;D;SI1;Ideal;3599
Cushion;1.00;E;SI1;Excellent;3601
Cushion;1.20;G;SI1;Very Good;3601
Emerald;1.01;G;SI1;Ideal;3601
Cushion;1.00;E;VS1;Very Good;3602
Emerald;1.01;E;SI2;Ideal;3602
Emerald;1.00;J;VVS2;Ideal;3602
Princess;1.00;I;VS2;Ideal;3602
Emerald;1.00;F;SI1;Ideal;3602
Cushion;0.83;G;VVS2;Excellent;3603
Heart;1.00;I;VS1;Ideal;3603
Emerald;0.90;G;VVS1;Ideal;3604
Princess;1.00;G;VS1;Good;3604
Pear;1.00;E;SI2;Ideal;3605
Oval;0.90;I;IF;Ideal;3605
Cushion;1.01;E;SI1;Excellent;3605
Cushion;1.06;I;VS1;Ideal;3605
Cushion;1.20;J;VS1;Excellent;3605
Oval;1.00;I;VS1;Ideal;3606
Oval;1.00;H;VS2;Excellent;3606
Princess;1.00;H;VS2;Very Good;3606
Princess;1.01;I;VS1;Excellent;3609
Radiant;1.00;E;SI1;Good;3609
Cushion;1.03;I;VS1;Ideal;3610
Cushion;1.03;I;VS1;Ideal;3610
Cushion;1.01;H;VS1;Excellent;3611
Princess;1.00;F;SI1;Good;3611
Oval;1.03;I;SI1;Good;3611
Oval;0.90;E;SI1;Ideal;3612
Emerald;0.93;F;VVS2;Ideal;3612
Cushion;1.00;G;SI1;Ideal;3613
Cushion;0.90;E;VVS1;Excellent;3614
Cushion;1.01;G;VS2;Ideal;3614
Princess;1.01;E;SI2;Very Good;3614
Oval;1.00;F;SI2;Very Good;3614
Princess;1.01;I;VS2;Ideal;3614
Emerald;0.90;G;VVS1;Ideal;3614
Cushion;1.10;G;SI2;Ideal;3614
Emerald;1.01;H;VS2;Ideal;3615
Princess;1.01;I;VS2;Ideal;3615
Cushion;1.01;E;SI1;Excellent;3615
Princess;1.00;E;SI1;Excellent;3615
Cushion;1.01;D;SI1;Very Good;3616
Princess;1.01;H;VS1;Good;3616
Cushion;1.01;E;SI1;Excellent;3616
Heart;1.00;I;VS2;Ideal;3619
Oval;1.00;D;SI1;Ideal;3619
Princess;1.00;G;SI1;Excellent;3620
Oval;1.02;G;SI1;Ideal;3620
Heart;1.01;H;SI1;Ideal;3620
Cushion;1.20;H;SI2;Ideal;3621
Oval;1.00;I;SI1;Ideal;3621
Oval;1.00;F;SI1;Ideal;3622
Oval;0.90;G;VS1;Excellent;3622
Pear;1.01;J;VVS2;Ideal;3622
Princess;1.01;G;VS2;Very Good;3623
Princess;1.01;G;VS2;Good;3623
Oval;1.01;H;SI2;Ideal;3623
Oval;1.20;I;SI2;Ideal;3623
Cushion;1.00;D;VS1;Excellent;3623
Oval;0.90;G;VS1;Ideal;3623
Cushion;1.01;D;SI1;Ideal;3623
Emerald;1.01;G;VS2;Ideal;3623
Oval;1.00;F;SI2;Excellent;3624
Heart;1.01;F;SI1;Ideal;3624
Princess;1.00;I;VS2;Ideal;3624
Cushion;1.01;H;VVS2;Excellent;3624
Oval;1.01;I;VS1;Ideal;3625
Cushion;1.01;D;SI1;Very Good;3625
Princess;1.01;E;SI2;Ideal;3625
Emerald;1.03;J;VVS1;Ideal;3627
Cushion;1.00;F;VS2;Very Good;3628
Oval;1.02;F;SI2;Ideal;3628
Cushion;1.08;I;VS2;Ideal;3628
Asscher;1.02;J;VVS1;Ideal;3629
Emerald;1.01;D;VS2;Ideal;3630
Pear;1.00;H;SI1;Ideal;3631
Oval;0.90;D;SI1;Ideal;3631
Oval;1.01;G;SI2;Ideal;3631
Cushion;1.30;K;VVS2;Ideal;3632
Radiant;1.01;E;SI2;Ideal;3633
Princess;1.01;E;SI2;Ideal;3633
Cushion;1.01;I;VVS2;Excellent;3633
Princess;1.03;E;SI2;Ideal;3634
Oval;0.90;E;SI2;Ideal;3634
Cushion;1.01;G;VVS2;Ideal;3634
Princess;1.07;J;VS1;Ideal;3636
Emerald;1.01;I;VVS2;Ideal;3636
Princess;1.01;I;VS2;Ideal;3637
Pear;1.00;J;VS2;Ideal;3637
Oval;0.91;G;SI1;Ideal;3638
Radiant;1.00;I;VS1;Ideal;3638
Oval;1.00;D;SI1;Excellent;3638
Asscher;1.00;F;SI2;Ideal;3638
Oval;1.00;G;SI2;Ideal;3638
Princess;0.80;F;VS1;Ideal;3639
Cushion;1.00;H;VVS2;Ideal;3639
Cushion;1.01;F;VVS2;Excellent;3639
Oval;1.01;H;SI2;Ideal;3640
Heart;1.00;F;VS2;Ideal;3640
Princess;1.20;J;SI1;Ideal;3640
Cushion;0.91;E;VS2;Excellent;3641
Cushion;0.80;D;IF;Ideal;3641
Emerald;1.05;J;VVS1;Ideal;3641
Emerald;0.90;G;VVS1;Ideal;3641
Radiant;1.02;H;VS2;Ideal;3641
Heart;1.00;D;SI1;Ideal;3641
Emerald;1.02;I;VS2;Ideal;3641
Oval;1.29;K;SI1;Ideal;3642
Cushion;1.01;G;VS1;Ideal;3642
Cushion;1.01;F;VS2;Ideal;3642
Princess;1.01;H;VVS2;Good;3643
Princess;1.01;I;VS2;Ideal;3643
Princess;1.01;H;VS2;Very Good;3644
Emerald;0.96;E;VS2;Ideal;3644
Princess;1.01;I;VS2;Ideal;3644
Princess;1.00;G;VS2;Very Good;3644
Oval;0.94;G;SI1;Excellent;3644
Heart;0.92;D;SI2;Ideal;3646
Cushion;1.01;G;VVS1;Ideal;3647
Pear;1.00;I;VS1;Good;3647
Pear;1.00;F;SI2;Ideal;3647
Oval;1.01;J;VVS2;Ideal;3648
Princess;1.01;F;SI2;Ideal;3648
Cushion;1.03;H;VVS1;Ideal;3648
Cushion;1.01;H;VS2;Excellent;3648
Radiant;1.33;K;SI1;Ideal;3649
Princess;1.01;I;VS1;Very Good;3649
Cushion;1.20;J;VS1;Excellent;3649
Cushion;1.01;I;VVS2;Ideal;3649
Princess;1.21;J;VS1;Very Good;3649
Oval;0.90;E;SI1;Ideal;3649
Oval;1.20;J;VS1;Very Good;3649
Princess;1.00;G;SI1;Excellent;3649
Cushion;1.01;G;VS1;Ideal;3649
Oval;0.90;G;VS2;Ideal;3650
Oval;1.01;G;SI1;Ideal;3650
Emerald;0.90;E;VS1;Ideal;3650
Oval;0.91;F;SI1;Ideal;3651
Cushion;1.00;G;VVS2;Ideal;3651
Oval;1.00;H;SI1;Ideal;3652
Heart;1.00;I;VS1;Ideal;3652
Emerald;1.02;G;SI2;Very Good;3655
Oval;1.00;H;SI2;Ideal;3655
Princess;1.00;H;VS1;Very Good;3655
Radiant;1.01;G;VS1;Very Good;3656
Cushion;1.00;D;VS2;Excellent;3657
Asscher;1.20;J;VS1;Ideal;3657
Princess;1.01;F;SI1;Very Good;3658
Princess;1.01;H;VS1;Very Good;3658
Cushion;1.01;D;VS2;Excellent;3658
Emerald;1.00;G;VS2;Ideal;3659
Oval;1.20;K;VS2;Ideal;3659
Oval;1.00;G;SI2;Ideal;3659
Oval;1.00;G;SI2;Ideal;3660
Cushion;1.01;F;VS2;Ideal;3660
Princess;0.91;F;SI2;Ideal;3660
Emerald;1.00;H;VS1;Ideal;3661
Princess;1.00;I;VVS2;Ideal;3662
Heart;1.01;D;SI1;Ideal;3662
Princess;1.01;J;VVS1;Ideal;3664
Princess;1.01;I;VS2;Ideal;3664
Emerald;0.90;E;VVS1;Ideal;3667
Oval;1.01;F;SI2;Excellent;3668
Cushion;1.01;I;VS1;Ideal;3668
Cushion;1.01;I;VS1;Ideal;3668
Pear;1.00;G;SI1;Excellent;3668
Oval;1.00;D;SI2;Ideal;3669
Princess;1.00;H;VS2;Very Good;3669
Oval;1.01;H;SI1;Ideal;3669
Princess;1.00;I;VVS1;Excellent;3669
Cushion;1.02;E;SI2;Ideal;3669
Emerald;1.00;H;IF;Very Good;3670
Cushion;1.08;H;VVS2;Very Good;3670
Emerald;1.00;E;SI1;Ideal;3670
Cushion;1.01;H;VS1;Ideal;3671
Cushion;1.00;I;VVS1;Ideal;3671
Cushion;1.02;E;SI1;Excellent;3671
Cushion;1.00;F;VVS2;Excellent;3672
Cushion;1.00;E;VS1;Excellent;3672
Oval;0.70;D;VS1;Ideal;3672
Cushion;0.90;E;VVS2;Excellent;3672
Cushion;1.00;H;VS1;Excellent;3675
Pear;1.01;G;SI2;Ideal;3675
Cushion;1.01;H;VVS2;Ideal;3676
Oval;1.01;H;SI2;Ideal;3677
Pear;1.02;G;SI1;Excellent;3677
Marquise;1.00;I;SI1;Excellent;3677
Princess;1.00;I;VS1;Ideal;3678
Princess;1.00;F;SI1;Excellent;3680
Radiant;1.00;G;SI1;Ideal;3680
Heart;1.00;I;VS1;Excellent;3680
Emerald;0.90;D;VS1;Ideal;3680
Oval;0.93;E;SI1;Ideal;3680
Emerald;0.90;E;VS2;Ideal;3681
Emerald;0.90;F;VS1;Ideal;3681
Cushion;0.90;E;VVS1;Excellent;3681
Cushion;1.00;F;SI1;Excellent;3681
Emerald;0.90;G;VVS2;Ideal;3681
Cushion;1.01;F;SI1;Excellent;3683
Cushion;0.90;F;IF;Excellent;3683
Emerald;1.01;I;VVS2;Ideal;3684
Princess;1.01;I;SI1;Ideal;3685
Cushion;1.35;K;VS2;Excellent;3687
Cushion;1.01;E;SI2;Ideal;3687
Princess;1.00;H;VVS2;Very Good;3687
Emerald;1.00;H;VVS2;Excellent;3687
Pear;1.20;J;SI2;Ideal;3687
Cushion;1.00;E;VS2;Very Good;3687
Cushion;1.00;H;VS1;Excellent;3687
Princess;1.06;E;SI1;Very Good;3687
Oval;1.00;F;SI1;Ideal;3688
Cushion;1.01;G;VS2;Ideal;3689
Princess;1.01;I;VS1;Ideal;3689
Princess;1.00;H;VS2;Ideal;3690
Radiant;0.90;G;VVS1;Excellent;3690
Oval;1.00;I;SI1;Ideal;3692
Emerald;1.20;J;VS2;Ideal;3692
Cushion;1.00;F;VS1;Excellent;3692
Emerald;1.00;H;VVS2;Ideal;3692
Radiant;1.00;F;VS2;Very Good;3693
Radiant;1.00;F;VS2;Good;3693
Cushion;1.01;G;VS1;Excellent;3693
Radiant;1.00;F;VS2;Very Good;3693
Radiant;1.00;F;VS2;Very Good;3693
Pear;0.96;G;SI1;Excellent;3694
Heart;0.96;F;VS2;Ideal;3695
Cushion;1.12;H;VS1;Ideal;3695
Emerald;1.01;H;SI1;Very Good;3695
Cushion;1.00;F;VS1;Very Good;3695
Oval;1.00;I;VS2;Excellent;3696
Princess;1.00;H;VS2;Ideal;3697
Radiant;0.91;E;VS2;Ideal;3697
Cushion;1.01;F;VS2;Ideal;3697
Princess;1.00;H;VS2;Good;3697
Princess;1.01;F;VS2;Very Good;3697
Cushion;1.06;G;VS2;Ideal;3698
Princess;0.80;D;VVS1;Ideal;3699
Heart;1.00;H;VS2;Very Good;3699
Emerald;1.01;I;SI1;Good;3699
Emerald;1.01;G;SI1;Excellent;3700
Cushion;1.00;H;VS1;Excellent;3700
Oval;1.00;H;SI1;Ideal;3702
Cushion;1.20;I;SI1;Very Good;3702
Oval;0.90;F;VS1;Ideal;3703
Princess;1.02;H;SI1;Ideal;3703
Princess;1.21;I;SI1;Very Good;3704
Pear;1.01;G;SI1;Very Good;3704
Princess;1.00;H;VS2;Very Good;3704
Oval;1.21;J;SI1;Excellent;3705
Princess;0.96;F;VS2;Ideal;3705
Cushion;1.01;I;VVS1;Ideal;3706
Marquise;1.05;I;VS1;Excellent;3706
Cushion;1.20;J;VVS2;Excellent;3706
Princess;1.01;I;VS1;Ideal;3706
Oval;1.01;H;SI1;Excellent;3706
Princess;1.01;I;VS2;Excellent;3706
Pear;1.01;D;SI2;Ideal;3706
Pear;1.00;G;SI1;Excellent;3707
Emerald;1.01;H;VS2;Ideal;3707
Cushion;1.01;H;VS2;Excellent;3707
Cushion;1.00;E;VS2;Ideal;3707
Pear;1.00;H;SI2;Ideal;3707
Pear;1.02;J;VVS1;Ideal;3708
Princess;1.20;J;VVS2;Very Good;3708
Cushion;1.07;J;VS2;Ideal;3709
Princess;1.01;H;SI1;Ideal;3709
Cushion;1.01;G;VVS1;Ideal;3709
Princess;1.02;I;VS1;Ideal;3709
Oval;1.00;F;SI2;Ideal;3709
Marquise;1.00;H;SI1;Ideal;3709
Emerald;1.01;H;VS1;Ideal;3711
Cushion;1.00;D;SI1;Ideal;3712
Oval;1.01;I;SI1;Ideal;3712
Cushion;1.01;F;VS2;Very Good;3712
Princess;1.21;K;VVS2;Ideal;3713
Princess;1.01;H;VS1;Ideal;3713
Cushion;1.02;D;SI1;Excellent;3713
Cushion;1.00;F;VVS2;Ideal;3714
Princess;1.01;H;VS1;Ideal;3714
Cushion;1.00;G;VVS2;Excellent;3714
Heart;1.00;I;VS2;Ideal;3714
Heart;1.00;H;VS2;Ideal;3714
Cushion;1.00;G;VVS2;Ideal;3715
Princess;1.00;H;VS1;Ideal;3715
